Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj
AFF2	106.051	2.76878	0.27497	10.0524	8.96403e-24	5.03144e-23
AFF3	252.988	2.06898	0.168758	12.2566	1.54808e-34	1.14756e-33
AFF4	508.864	0.349482	0.114652	3.04822	0.00230204	0.00424505
AFG3L1	177.361	-0.641697	0.188944	-3.39599	0.000683799	0.0013428
AFG3L2	435.986	-0.373728	0.122425	-3.05266	0.00226819	0.00418615
AFMID	193.116	-0.169744	0.178229	-0.952379	0.340905	0.41212
AFP	1108.68	-8.23436	0.414047	-18.9804	2.47904e-80	4.04626e-79
AFTPH	183.692	1.17862	0.184311	6.39426	1.61332e-10	5.30396e-10
AG2	280.322	2.94644	0.177492	16.5875	8.58409e-62	1.07814e-60
AGA	47.9944	-1.06768	0.36094	-2.9561	0.00311558	0.00564965
AGAP1	426.983	1.16259	0.12466	9.32584	1.10109e-20	5.61948e-20
AGAP11	6.47159	0.817256	0.881142	0.926894	0.353981	0.425175
AGAP2	1994.05	6.14021	0.138591	44.1831	0	0
AGAP3	2068.35	1.69798	0.0699986	24.2569	5.58883e-130	1.55901e-128
AGAP4	4.05269	0.478695	1.05057	0.455632	0.648655	0.706869
AGAP5	5.23859	-0.485912	0.97001	-0.500307	0.616859	0.678711
AGAP6	27.7691	-0.245425	0.451786	-0.543173	0.58701	0.650643
AGAP7	3.67665	-0.0329343	1.08764	-0.0302799	0.975844	0.980482
AGAP8	5.70515	-0.416621	0.925787	-0.44951	0.653064	0.710791
AGBL1	1.3293	0.81223	1.47801	0.548102	0.583622	NA
AGBL2	5.72757	-1.00755	0.945492	-1.06068	0.288837	0.357274
AGBL3	7.7641	0.859323	0.826803	1.03864	0.298973	0.367996
AGBL4	19.0672	4.52716	0.831716	5.06914	3.99626e-07	1.056e-06
AGBL5	285.057	-1.56386	0.160857	-9.71976	2.48373e-22	1.33516e-21
AGER	42.5127	-0.801499	0.377247	-2.12367	0.0336976	0.0519058
AGFG1	317.111	-0.0459832	0.141526	-0.324909	0.74525	0.791104
AGFG2	328.457	0.438861	0.145329	3.01979	0.00252951	0.00463916
AGGF1	173.361	-0.00573248	0.192654	-0.0297553	0.976262	0.980814
AGK	179.851	0.0231779	0.182974	0.126673	0.899199	0.918308
AGL	114.68	-0.193688	0.231323	-0.837288	0.402431	0.474533
AGMAT	68.4807	-3.24324	0.394585	-8.15566	3.4729e-16	1.4895e-15
AGPAT1	913.923	0.124487	0.0908086	1.37088	0.170413	0.225156
AGPAT2	232.796	-2.28716	0.196796	-11.6134	3.52359e-31	2.41598e-30
AGPAT3	1094.61	0.987726	0.0833928	11.8442	2.30643e-32	1.62656e-31
AGPAT4	331.375	2.40616	0.152354	15.788	3.76434e-56	4.31694e-55
AGPAT5	265.411	-0.444329	0.153634	-2.89204	0.00382748	0.0068745
AGPAT6	813.788	0.24448	0.0928929	2.63186	0.00849197	0.0145215
AGPAT9	30.1379	-0.800024	0.447966	-1.78483	0.0742885	0.107034
AGPHD1	9.19027	-0.589432	0.760116	-0.774525	0.438621	0.510584
AGPS	206.469	-1.24554	0.184479	-6.75027	1.47569e-11	5.14149e-11
AGR2	40.6696	-5.53628	0.854426	-5.64774	1.62575e-08	4.73057e-08
AGR3	2.0469	-0.977075	1.34781	-0.717052	0.473342	NA
AGRN	2354.51	-1.50774	0.0681282	-22.1304	1.61262e-108	3.61829e-107
AGRP	1.73508	0.115556	1.38893	0.0832313	0.933668	NA
AGT	1752.62	0.687524	0.0720395	9.5437	1.37831e-21	7.23203e-21
AGTPBP1	146.245	1.26517	0.217615	5.81316	6.13033e-09	1.83523e-08
AGTR1	3.45536	0.104519	1.11915	0.0933986	0.925587	0.939291
AGTRAP	173.282	-1.82189	0.205674	-8.85306	8.51496e-19	4.06651e-18
AGXT	32.8204	-5.23402	0.868862	-5.29646	1.18067e-07	3.24653e-07
AGXT2L1	124.374	6.05368	0.510692	11.3473	7.65096e-30	5.05817e-29
AGXT2L2	121.878	-0.60027	0.225248	-2.66467	0.00770637	0.0132721
AHCTF1	117.425	-1.26935	0.244531	-5.18901	2.11413e-07	5.69109e-07
AHCY	1060.45	-2.28756	0.0952254	-24.0187	1.77209e-127	4.85829e-126
AHCYL1	1634.72	1.28806	0.0724446	17.7798	1.01328e-70	1.45253e-69
AHCYL2	219.265	1.37119	0.177909	7.70659	1.29229e-14	5.18867e-14
AHDC1	814.676	1.66403	0.0969091	17.1703	4.43279e-66	5.92367e-65
AHI1	122.649	1.16268	0.223894	5.19249	2.07504e-07	5.59186e-07
AHNAK	2690.45	-1.34284	0.0619545	-21.6742	3.59574e-104	7.76024e-103
AHNAK2	474.463	0.241173	0.118587	2.03373	0.0419783	0.0635506
AHR	127.316	-1.90688	0.244596	-7.78929	6.73854e-15	2.73438e-14
AHRR	201.507	-3.57406	0.250259	-14.2287	6.08362e-46	5.80126e-45
AHSA1	735.082	-0.0393404	0.0975555	-0.403262	0.686755	0.73956
AHSA2	367.931	-0.845003	0.137667	-6.13767	8.37414e-10	2.64982e-09
AHSG	3188.33	-8.44569	0.26636	-31.1171	1.41394e-212	7.70466e-211
AHSP	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
AIDA	24.2264	-0.0754129	0.493868	-0.152696	0.878638	0.902268
AIF1	32.9601	-0.401894	0.421134	-0.954127	0.340019	0.411163
AIF1L	674.682	1.32751	0.10275	12.9195	3.4948e-38	2.82319e-37
AIFM1	202.214	-1.26973	0.18251	-6.95551	3.5129e-12	1.2641e-11
AIFM2	154.838	-1.10585	0.207242	-5.33487	9.56151e-08	2.64741e-07
AIFM3	280.72	4.93842	0.25818	19.0028	1.61783e-80	2.64551e-79
AIG1	128.064	1.1616	0.224517	5.17326	2.30047e-07	6.17755e-07
AIM1	62.9046	-2.89042	0.393047	-7.3122	2.62804e-13	9.98736e-13
AIM1L	14.3535	-3.57075	0.866725	-3.89906	9.65649e-05	0.00020708
AIM2	2.36575	-0.541035	1.27826	-0.421977	0.673042	0.727705
AIMP1	118.035	-0.884404	0.230487	-3.83639	0.000124856	0.000265446
AIMP2	105.422	-2.05846	0.270473	-7.60087	2.94156e-14	1.16481e-13
AIP	613.728	0.0680323	0.106682	0.63771	0.523663	0.592939
AIPL1	2.16257	1.0232	1.33101	0.766204	0.443555	0.514962
AIRE	5.68949	1.39728	0.953039	1.46064	0.144114	0.19445
AJAP1	130.133	-0.572907	0.216693	-2.64365	0.00820166	0.0140575
AK1	403.385	1.49884	0.131049	11.4365	2.7462e-30	1.84122e-29
AK2	410.353	-2.34418	0.146016	-16.0469	6.0103e-58	7.1351e-57
AK3	183.756	0.000986626	0.18338	0.00538022	0.995707	0.996402
AK4	245.59	-0.412886	0.162979	-2.5333	0.0112993	0.018934
AK5	642.877	6.0602	0.231521	25.9628	1.30427e-148	4.44362e-147
AK7	10.5691	0.0720399	0.707584	0.101813	0.918905	0.93424
AKAP1	557.741	-0.0405293	0.109153	-0.371306	0.710409	0.760887
AKAP10	122.069	0.308265	0.221392	1.39241	0.163799	0.217285
AKAP11	578.462	2.12595	0.11681	18.1977	5.38173e-74	8.09844e-73
AKAP12	1340.39	1.83021	0.0797028	22.9622	1.11299e-116	2.69731e-115
AKAP13	332.934	-0.61379	0.141238	-4.34564	1.38871e-05	3.2188e-05
AKAP14	1.3109	0.797385	1.48044	0.536937	0.591311	NA
AKAP2	5.29204	-0.239758	0.950344	-0.252135	0.800936	0.837798
AKAP3	9.71616	1.45938	0.752615	1.93407	0.053104	0.078983
AKAP5	56.5867	2.64735	0.369657	7.14216	9.18741e-13	3.40664e-12
AKAP6	484.761	5.02593	0.201071	24.893	8.85894e-137	2.65708e-135
AKAP7	39.372	1.39573	0.391748	3.56084	0.000369675	0.000749604
AKAP8	277.457	-0.323681	0.150082	-2.15666	0.0310325	0.0481556
AKAP8L	780.488	0.501452	0.0955814	5.24634	1.5515e-07	4.2245e-07
AKAP9	285.674	0.068158	0.150794	0.451994	0.651273	0.70921
AKD1	23.6027	1.65276	0.512324	3.22108	0.00127711	0.00243487
AKIRIN1	295.687	-0.555549	0.151031	-3.67824	0.000234849	0.000485297
AKIRIN2	287.626	0.428959	0.148416	2.89026	0.00384918	0.00691206
AKNA	245.875	-1.18871	0.165934	-7.16266	7.91271e-13	2.94519e-12
AKNAD1	1.73135	0.0890125	1.3896	0.0640681	0.948916	NA
AKR1A1	376.826	-1.1664	0.135334	-8.61782	6.82397e-18	3.14426e-17
AKR1B1	432.157	-0.344275	0.124061	-2.77502	0.00551975	0.00970533
AKR1B10	8.06274	-3.18233	1.03276	-2.88501	0.00391397	0.00701834
AKR1B15	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
AKR1C1	78.2861	-2.56192	0.333198	-7.66459	1.7941e-14	7.16088e-14
AKR1C2	31.7855	-2.05177	0.482215	-4.23698	2.26546e-05	5.14205e-05
AKR1C3	77.5272	-2.03304	0.314846	-6.4464	1.14536e-10	3.80041e-10
AKR1C4	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
AKR1CL1	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
AKR1D1	4.74315	-2.36339	1.13399	-1.9977	0.0457489	0.068737
AKR1E2	11.1807	-1.545	0.738662	-2.07922	0.037597	0.0574481
AKR7A2	257.845	-0.814031	0.163995	-4.96338	6.92761e-07	1.79704e-06
AKR7A3	7.37875	0.422201	0.83652	0.504811	0.613692	0.675904
AKR7L	7.54858	0.33817	0.817653	0.41365	0.67913	0.733068
AKT1	1187.62	-0.691165	0.0816884	-8.4609	2.65332e-17	1.19311e-16
AKT1S1	435.045	-0.442873	0.124931	-3.54488	0.000392792	0.000794551
AKT2	1086.17	-0.0336143	0.0846827	-0.396943	0.691409	0.743441
AKT3	224.232	1.97166	0.177842	11.0836	1.5067e-28	9.58544e-28
AKTIP	90.2308	2.05721	0.277711	7.40209	1.34062e-13	5.16069e-13
ALAD	533.119	1.53305	0.118567	12.9291	3.08333e-38	2.49539e-37
ALAS1	412.77	0.531672	0.12896	4.12276	3.74364e-05	8.34319e-05
ALAS2	113.512	-5.3743	0.516262	-10.0141	1.32146e-23	7.38418e-23
ALB	2214.13	-8.50037	0.323491	-25.5358	7.88592e-144	2.56234e-142
ALCAM	299.671	0.757971	0.144554	5.24347	1.57583e-07	4.2894e-07
ALDH16A1	265.248	-1.35931	0.161456	-8.41747	3.84704e-17	1.71669e-16
ALDH18A1	448.743	-2.23046	0.139729	-15.957	2.54789e-57	2.99432e-56
ALDH1A1	282.739	2.01386	0.161094	12.4984	7.62032e-36	5.79819e-35
ALDH1A2	259.891	-4.70306	0.460848	-10.1382	3.73828e-24	2.12753e-23
ALDH1A3	88.835	0.66499	0.263018	2.52827	0.0114626	0.0191893
ALDH1B1	213.465	-2.3568	0.199496	-11.8031	3.7626e-32	2.64074e-31
ALDH1L1	322.468	3.738	0.185674	20.0985	7.60838e-90	1.38052e-88
ALDH1L2	46.4918	0.371829	0.350401	1.06118	0.28861	0.357094
ALDH2	877.33	3.10665	0.109881	28.2647	9.38833e-176	3.99824e-174
ALDH3A1	14.7138	-1.69636	0.662056	-2.54786	0.0108386	0.0182282
ALDH3A2	291.848	0.488862	0.146679	3.33288	0.000859519	0.00167011
ALDH3B1	147.906	-2.93541	0.25942	-11.2866	1.52894e-29	1.00212e-28
ALDH3B2	11.3603	-3.69926	0.977795	-3.48578	0.000490711	0.000980082
ALDH4A1	426.432	0.497546	0.122665	4.05613	4.98934e-05	0.000110228
ALDH5A1	325.249	1.51511	0.150047	10.0967	5.71129e-24	3.23259e-23
ALDH6A1	159.269	2.30608	0.216028	10.6684	1.43125e-26	8.65361e-26
ALDH7A1	228.837	0.308862	0.165478	1.86649	0.0619726	0.0908793
ALDH8A1	12.9881	2.45374	0.719998	3.37599	0.000735509	0.00143967
ALDH9A1	270.628	0.018856	0.157737	0.119541	0.904847	0.922619
ALDOA	15989.6	-0.859264	0.0429393	-20.0111	4.40716e-89	7.91484e-88
ALDOB	5.49766	1.59524	0.973559	1.62909	0.103293	0.143897
ALDOC	5084.44	3.33957	0.0591989	56.4095	0	0
ALG1	69.7254	-1.07157	0.30202	-3.5464	0.000390535	0.000790076
ALG10	11.6586	-1.83855	0.752616	-2.42183	0.0154428	0.0252078
ALG10B	26.1958	-1.05549	0.503517	-2.09379	0.0362785	0.0555398
ALG11	16.1429	-1.18093	0.619635	-1.90141	0.057248	0.0845223
ALG12	167.105	-1.04871	0.204178	-5.13531	2.81672e-07	7.51555e-07
ALG13	125.325	-0.79338	0.231494	-3.42672	0.000610925	0.00120754
ALG14	24.7689	-0.143671	0.477594	-0.300801	0.763566	0.806789
ALG1L	3.564	0.466206	1.11114	0.419624	0.67476	0.729158
ALG2	120.723	-0.630357	0.229716	-2.74378	0.00607357	0.0106142
ALG3	270.631	-2.04677	0.170397	-12.0059	3.3074e-33	2.38323e-32
ALG5	57.8778	-1.01593	0.328396	-3.09208	0.0019876	0.00369708
ALG6	28.7117	-1.22377	0.475339	-2.57092	0.010143	0.017147
ALG8	103.599	-2.27579	0.282204	-8.05074	8.22953e-16	3.46937e-15
ALG9	132.939	-0.143596	0.211862	-0.677772	0.497916	0.567044
ALK	30.4884	0.781349	0.432224	1.80756	0.0706755	0.102274
ALKBH1	48.1465	-0.461207	0.358262	-1.28714	0.198044	0.257227
ALKBH2	91.3866	-1.10069	0.27134	-4.05503	5.01286e-05	0.000110734
ALKBH3	68.1213	-0.223867	0.294207	-0.760885	0.446726	0.517718
ALKBH4	115.267	0.585514	0.235325	2.4881	0.0128428	0.0212987
ALKBH5	1321.41	0.141774	0.076586	1.85117	0.0641446	0.0938135
ALKBH6	120.232	0.325636	0.230497	1.41277	0.157724	0.210215
ALKBH7	282.981	0.479382	0.155634	3.08018	0.00206873	0.0038374
ALKBH8	36.9999	-0.333888	0.394913	-0.845367	0.397906	0.469829
ALLC	1.52112	0.396512	1.42922	0.27745	0.781434	NA
ALMS1	133.102	-0.989125	0.221857	-4.45748	8.29276e-06	1.96469e-05
ALMS1P	4.91873	1.37349	1.03363	1.32367	0.185612	0.242969
ALOX12	18.8434	-0.58288	0.573065	-1.01651	0.309385	0.379478
ALOX12B	13.0645	0.852261	0.673004	1.266	0.205512	0.266041
ALOX12P2	11.2171	-1.1714	0.723666	-1.6135	0.106636	0.148306
ALOX15	5.66306	-1.29078	0.981033	-1.30601	0.19155	0.249698
ALOX15B	6.53581	1.66626	0.910078	1.82044	0.0686917	0.0996828
ALOX5	105.066	3.48	0.305628	11.3418	8.14114e-30	5.37211e-29
ALOX5AP	17.2052	1.43098	0.580108	2.46335	0.0137645	0.022707
ALOXE3	14.2225	1.05245	0.626724	1.6782	0.0933083	0.13129
ALPI	6.18539	-2.77959	1.07808	-2.44236	0.0145915	0.0239497
ALPK1	28.2376	-1.26664	0.472069	-2.67901	0.00738403	0.0127545
ALPK2	41.4665	-5.56354	0.853337	-5.67857	1.35822e-08	3.96793e-08
ALPK3	71.5165	-0.469059	0.291081	-1.61126	0.107123	0.14896
ALPL	153.254	1.33961	0.210412	6.36581	1.94265e-10	6.36284e-10
ALPP	4.92405	-2.42179	1.12845	-2.05411	0.0399654	0.0607602
ALPPL2	2.47468	-1.29688	1.30059	-0.980718	0.326732	0.398144
ALS2	394.583	2.22039	0.138966	15.9745	1.92261e-57	2.26575e-56
ALS2CL	128.331	1.09288	0.219272	4.98373	6.23701e-07	1.62342e-06
ALS2CR11	5.19849	-1.15956	0.999778	-1.15199	0.249325	0.314474
ALS2CR12	2.7415	1.4637	1.24111	1.16849	0.242608	0.307084
ALS2CR4	111.989	0.504324	0.232043	2.17341	0.0297495	0.046267
ALS2CR8	30.5163	0.830838	0.446166	1.86191	0.0626154	0.0917912
ALX1	18.5496	-4.41835	0.918487	-4.33447	1.46109e-05	3.37719e-05
ALX3	28.8546	0.642729	0.466447	1.37791	0.16823	0.222506
ALX4	18.044	-1.07831	0.585853	-1.8373	0.0661663	0.0963528
AMAC1L2	1.53219	0.418339	1.42778	0.293085	0.769457	NA
AMAC1L3	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
AMACR	102.434	0.39346	0.246714	1.59482	0.110752	0.153532
AMBN	2.88779	-1.55676	1.25785	-1.21054	0.226072	0.288694
AMBP	605.722	-8.1307	0.533731	-14.0534	7.34052e-45	6.84361e-44
AMBRA1	398.045	0.327432	0.126689	2.58453	0.00975112	0.0165307
AMD1	320.095	0.186854	0.13977	1.33687	0.181265	0.237918
AMDHD1	11.6611	-0.468096	0.682492	-0.685436	0.493069	0.562372
AMDHD2	135.881	-0.639239	0.215705	-2.96321	0.00304447	0.00552926
AMFR	855.425	0.533872	0.0928721	5.74847	9.00554e-09	2.66551e-08
AMH	184.429	-1.80769	0.200595	-9.00689	2.11988e-19	1.0332e-18
AMHR2	10.1063	-3.5263	0.993722	-3.28674	0.00101356	0.00195578
AMICA1	15.6243	2.59562	0.667472	3.85218	0.000117069	0.000249282
AMIGO1	181.747	4.02807	0.261601	15.3357	4.41439e-53	4.793e-52
AMIGO2	95.8331	-1.74904	0.277974	-6.28629	3.25141e-10	1.05179e-09
AMIGO3	83.0513	0.0437795	0.271703	0.16113	0.871991	0.896569
AMMECR1	69.6624	-2.45631	0.347315	-7.05009	1.78809e-12	6.52125e-12
AMMECR1L	207.45	-0.950406	0.177877	-5.3424	9.17252e-08	2.54131e-07
AMN	26.4956	-3.38517	0.6361	-5.19681	2.02737e-07	5.46677e-07
AMN1	65.7665	1.72758	0.326281	5.29155	1.21283e-07	3.33233e-07
AMOT	196.253	0.810595	0.178338	4.54519	5.4886e-06	1.32248e-05
AMOTL1	449.653	-1.02061	0.128517	-7.94098	2.00586e-15	8.30656e-15
AMOTL2	509.202	0.56612	0.113518	4.98704	6.13114e-07	1.598e-06
AMPD1	2.24979	-1.14001	1.3231	-0.849793	0.39544	0.467355
AMPD2	916.856	0.514522	0.0890383	5.77866	7.52974e-09	2.24155e-08
AMPD3	92.7634	1.41738	0.263361	5.38059	7.42427e-08	2.07101e-07
AMPH	460.42	6.5847	0.316648	20.4151	1.227e-92	2.31493e-91
AMT	151.988	0.844991	0.201095	4.20184	2.64754e-05	5.97938e-05
AMY2B	17.5028	2.94138	0.662512	4.38254	1.17306e-05	2.73995e-05
AMZ1	39.7728	1.81111	0.402974	4.48907	7.15352e-06	1.70607e-05
AMZ2	248.997	0.413122	0.156612	2.63788	0.00834266	0.0142824
AMZ2P1	60.2124	1.53777	0.328171	4.68366	2.81804e-06	6.95825e-06
ANAPC1	68.4375	-1.64759	0.335016	-4.91252	8.99126e-07	2.31117e-06
ANAPC10	16.8612	-0.790996	0.60135	-1.31407	0.188823	0.246656
ANAPC11	446.886	-0.383324	0.122511	-3.12885	0.00175489	0.00329108
ANAPC13	126.798	0.214006	0.21923	0.97618	0.328975	0.400124
ANAPC16	207.166	-0.49486	0.179258	-2.76049	0.00577153	0.0101191
ANAPC2	457.998	0.315882	0.12678	2.49159	0.0127174	0.0211087
ANAPC4	58.0513	-0.148235	0.319799	-0.463514	0.642996	0.701792
ANAPC5	698.804	-0.379152	0.100754	-3.76313	0.000167799	0.000352135
ANAPC7	371.824	-0.648018	0.134648	-4.81252	1.4904e-06	3.7643e-06
ANG	52.3481	-4.07058	0.533311	-7.45	9.33424e-14	3.61303e-13
ANGEL1	254.939	0.351986	0.155493	2.26369	0.0235934	0.0373212
ANGEL2	89.5574	0.538986	0.267045	2.01833	0.0435565	0.0657582
ANGPT1	23.0844	-0.400979	0.505548	-0.792927	0.42782	0.500302
ANGPT2	17.3662	3.10187	0.678283	4.50098	6.76407e-06	1.61737e-05
ANGPT4	2.04287	0.427797	1.32791	0.32227	0.747248	NA
ANGPTL1	4.52128	-0.497912	1.02226	-0.48633	0.626733	0.687809
ANGPTL2	288.331	0.904522	0.148335	6.09772	1.07594e-09	3.38445e-09
ANGPTL4	293.301	1.34457	0.156069	8.61465	7.01568e-18	3.2292e-17
ANGPTL5	1.72402	0.096126	1.38187	0.0695613	0.944543	NA
ANGPTL6	5.76825	-1.71318	0.991583	-1.70295	0.0885774	0.125357
ANGPTL7	10.7684	2.52404	0.784583	3.17686	0.00148881	0.00281707
ANK1	918.141	2.34816	0.0980031	23.9575	7.70978e-127	2.09082e-125
ANK2	1814.41	5.49214	0.122638	44.7096	0	0
ANK3	951.409	4.34623	0.126719	34.2624	2.84893e-257	2.0571e-255
ANKAR	6.3055	0.948004	0.890491	1.06352	0.287547	0.35598
ANKDD1A	70.1049	2.32046	0.327533	7.07465	1.49831e-12	5.49411e-12
ANKFN1	3.03894	-0.527947	1.18776	-0.443173	0.65764	0.714841
ANKFY1	634.708	0.106911	0.105338	1.01493	0.310138	0.380351
ANKH	1060.32	1.34032	0.0862611	15.5377	1.92762e-54	2.12718e-53
ANKHD1	17.6225	-0.41241	0.565008	-0.72964	0.46561	0.535887
ANKHD1-EIF4EBP3	4.39827	-1.69498	1.09805	-1.51543	0.129663	0.176856
ANKIB1	318.185	0.115332	0.143302	0.804819	0.420924	0.493586
ANKK1	6.5946	1.6546	0.929869	1.77005	0.0767183	0.110228
ANKLE1	39.4682	-0.678945	0.387044	-1.75355	0.0795068	0.113713
ANKLE2	449.746	-0.413396	0.123955	-3.33499	0.00085301	0.00165838
ANKMY1	82.6739	-0.310918	0.269208	-1.15488	0.248141	0.313139
ANKMY2	125.201	0.438627	0.222454	1.97178	0.0486345	0.0727796
ANKRA2	48.8839	0.176704	0.342832	0.515434	0.60625	0.668705
ANKRD1	28.493	-3.70958	0.655942	-5.48185	4.20893e-08	1.19228e-07
ANKRD10	291.895	-0.148067	0.150519	-0.983704	0.325261	0.396678
ANKRD11	1143.6	-0.0354068	0.0847087	-0.417983	0.67596	0.730005
ANKRD12	199.202	1.1041	0.178169	6.19662	5.7687e-10	1.83965e-09
ANKRD13A	224.688	-0.976093	0.173422	-5.62778	1.82543e-08	5.28443e-08
ANKRD13B	407.362	1.37698	0.128988	10.6747	1.33705e-26	8.10081e-26
ANKRD13C	132.207	0.725556	0.212515	3.41408	0.000639968	0.00126125
ANKRD13D	344.531	0.787335	0.136303	5.7763	7.63612e-09	2.27206e-08
ANKRD16	83.2345	0.251707	0.264989	0.949891	0.342168	0.413362
ANKRD17	723.009	0.0201282	0.100398	0.200485	0.841102	0.871757
ANKRD18A	11.0344	-0.645129	0.713682	-0.902944	0.366556	0.438089
ANKRD19	193.777	-0.330416	0.178038	-1.85583	0.0634778	0.0929313
ANKRD2	14.2763	3.45165	0.780165	4.2961	1.73826e-05	3.99052e-05
ANKRD20A4	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
ANKRD20B	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
ANKRD22	1.60403	1.13214	1.43005	0.785784	0.431994	NA
ANKRD23	69.3777	0.254586	0.28911	0.880598	0.378535	0.450382
ANKRD24	269.697	4.12415	0.220971	18.6081	2.7641e-77	4.35749e-76
ANKRD26	45.6228	-0.0133817	0.356852	-0.0374995	0.970087	0.976543
ANKRD26P1	1.82532	0.748359	1.36808	0.546059	0.585025	NA
ANKRD27	224.886	-0.0804055	0.173753	-0.462755	0.64354	0.702255
ANKRD28	322.805	-0.301865	0.142062	-2.12485	0.0335988	0.0517717
ANKRD29	37.7736	1.42897	0.406915	3.50952	0.000448914	0.00090256
ANKRD30A	1.64111	-0.581558	1.41134	-0.410042	0.681775	NA
ANKRD30B	5.82183	-1.37203	0.964325	-1.41053	0.158384	0.210978
ANKRD30BL	17.7315	-0.527125	0.567355	-0.928585	0.353104	0.424267
ANKRD30BP2	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
ANKRD31	2.26416	0.191204	1.29039	0.148293	0.882112	0.904907
ANKRD32	73.2768	-1.32044	0.297879	-4.42985	9.42995e-06	2.2227e-05
ANKRD33	1.51379	0.404298	1.43013	0.282614	0.777473	NA
ANKRD33B	191.612	1.58078	0.184849	8.5503	1.22768e-17	5.60814e-17
ANKRD34A	274.99	3.49019	0.191794	18.1703	8.87268e-74	1.32946e-72
ANKRD34B	4.35717	-0.0998342	1.02986	-0.0969012	0.922805	0.937291
ANKRD34C	30.4067	5.6309	0.87491	5.62979	1.80428e-08	5.22754e-08
ANKRD35	58.7093	4.65227	0.511079	8.88235	6.54635e-19	3.13831e-18
ANKRD36	13.9061	0.128003	0.628528	0.203674	0.838609	0.869635
ANKRD36B	7.22268	-0.220044	0.839769	-0.261926	0.793378	0.830982
ANKRD36BP1	11.4474	-0.739834	0.693384	-1.0655	0.286652	0.355005
ANKRD37	32.2216	-0.115224	0.425029	-0.27109	0.786322	0.825167
ANKRD39	134.752	0.731674	0.211561	3.45839	0.000543418	0.00108006
ANKRD40	639.201	1.52996	0.109967	13.9123	5.33032e-44	4.89407e-43
ANKRD42	41.2637	0.666237	0.372751	1.78729	0.0738905	0.106496
ANKRD43	288.836	6.26436	0.361765	16.9355	2.46098e-64	3.19146e-63
ANKRD44	27.4137	0.538671	0.455745	1.18195	0.237227	0.301144
ANKRD45	6.29584	2.83159	1.02626	2.67004	0.00758415	0.0130783
ANKRD46	139.225	2.06962	0.222852	9.28228	1.65892e-20	8.41739e-20
ANKRD49	37.5146	-0.864072	0.412231	-2.09487	0.0361821	0.055402
ANKRD5	27.2086	-1.18536	0.485002	-2.44065	0.0146608	0.0240478
ANKRD50	149.21	-0.861892	0.20875	-4.12824	3.65547e-05	8.15289e-05
ANKRD52	1026	-0.244679	0.0849995	-2.87859	0.0039946	0.00715123
ANKRD53	9.67174	1.94973	0.785594	2.46659	0.0136407	0.0225242
ANKRD54	230.119	0.198438	0.166625	1.19094	0.233679	0.297218
ANKRD55	3.96216	1.00082	1.07426	0.929747	0.352502	0.42363
ANKRD56	38.9472	4.34191	0.581174	7.27017	3.59036e-13	1.35505e-12
ANKRD57	96.6088	-2.45743	0.494906	-4.95663	7.1725e-07	1.85892e-06
ANKRD58	8.32525	-0.53589	0.801854	-0.66765	0.504357	0.573708
ANKRD6	105.203	2.51459	0.277451	9.05226	1.40044e-19	6.87525e-19
ANKRD7	1.62243	1.15085	1.42053	0.804123	0.421326	NA
ANKRD9	464.688	0.13728	0.124129	1.10594	0.268752	0.335959
ANKS1A	395.181	0.269367	0.128131	2.10228	0.0355289	0.0544826
ANKS1B	281.982	7.39552	0.512864	13.5415	8.90085e-42	7.81262e-41
ANKS3	155.329	0.654243	0.197423	3.31389	0.000920067	0.00178283
ANKS4B	18.6158	-1.57327	0.589113	-2.66061	0.00779993	0.0134266
ANKS6	371.144	0.166776	0.130537	1.27761	0.201386	0.261142
ANKZF1	411.956	-0.758348	0.129063	-5.87558	4.21362e-09	1.27756e-08
ANLN	479.865	-0.598748	0.123284	-4.85653	1.19461e-06	3.04262e-06
ANO1	24.9681	0.892353	0.47681	1.87111	0.0613303	0.0900503
ANO10	163.118	-0.212573	0.192391	-1.10489	0.269209	0.336411
ANO2	13.7896	0.532344	0.630439	0.844432	0.398428	0.470351
ANO3	44.1958	5.41831	0.699011	7.21913	5.23225e-13	1.96248e-12
ANO4	48.1452	2.56502	0.39387	6.49353	8.38506e-11	2.80718e-10
ANO5	53.6986	2.22984	0.357825	6.22131	4.93011e-10	1.57969e-09
ANO6	258.525	-1.83349	0.170636	-10.7409	6.5416e-27	3.99231e-26
ANO7	25.887	-0.517215	0.471902	-1.09565	0.273232	0.340044
ANO8	490.782	1.13683	0.119731	9.49458	2.2111e-21	1.15053e-20
ANO9	61.473	-5.36357	0.679897	-7.32984	2.30431e-13	8.77801e-13
ANP32A	674.335	-0.616986	0.10391	-5.93758	2.89258e-09	8.84049e-09
ANP32B	727.554	-2.17835	0.110605	-19.6908	2.5848e-86	4.52172e-85
